geoid,name,median
13191,"McIntosh County, Georgia",47114
46102,"Oglala Lakota County, South Dakota",30347
17103,"Lee County, Illinois",57901
06033,"Lake County, California",42475
18121,"Parke County, Indiana",48788
19197,"Wright County, Iowa",50198
29183,"St. Charles County, Missouri",81411
21007,"Ballard County, Kentucky",44350
01093,"Marion County, Alabama",35392
06057,"Nevada County, California",63240
12087,"Monroe County, Florida",67023
54041,"Lewis County, West Virginia",39423
05003,"Ashley County, Arkansas",39635
17169,"Schuyler County, Illinois",46151
16045,"Gem County, Idaho",43001
19139,"Muscatine County, Iowa",57348
28125,"Sharkey County, Mississippi",28799
02070,"Dillingham Census Area, Alaska",58750
38073,"Ransom County, North Dakota",61810
42131,"Wyoming County, Pennsylvania",59308
16023,"Butte County, Idaho",42250
48207,"Haskell County, Texas",46013
30003,"Big Horn County, Montana",46365
54007,"Braxton County, West Virginia",42213
55129,"Washburn County, Wisconsin",48422
20077,"Harper County, Kansas",49455
12089,"Nassau County, Florida",66297
12083,"Marion County, Florida",43361
51790,"Staunton city, Virginia",48049
34033,"Salem County, New Jersey",64309
48339,"Montgomery County, Texas",77416
12063,"Jackson County, Florida",39002
27125,"Red Lake County, Minnesota",56588
51035,"Carroll County, Virginia",43532
08087,"Morgan County, Colorado",51626
28025,"Clay County, Mississippi",35121
18049,"Fulton County, Indiana",49333
47075,"Haywood County, Tennessee",38362
51109,"Louisa County, Virginia",59343
32023,"Nye County, Nevada",45711
18113,"Noble County, Indiana",55033
22015,"Bossier Parish, Louisiana",53806
33007,"Coos County, New Hampshire",45696
08081,"Moffat County, Colorado",52807
27123,"Ramsey County, Minnesota",62304
47033,"Crockett County, Tennessee",42047
48505,"Zapata County, Texas",31113
06011,"Colusa County, California",56704
20043,"Doniphan County, Kansas",49338
22077,"Pointe Coupee Parish, Louisiana",44269
72121,"Sabana Grande Municipio, Puerto Rico",16846
21227,"Warren County, Kentucky",52007
05139,"Union County, Arkansas",44000
28021,"Claiborne County, Mississippi",26732
13147,"Hart County, Georgia",41358
41039,"Lane County, Oregon",49958
48231,"Hunt County, Texas",51928
51063,"Floyd County, Virginia",49729
18007,"Benton County, Indiana",46188
39095,"Lucas County, Ohio",46924
20173,"Sedgwick County, Kansas",54974
39133,"Portage County, Ohio",56618
48287,"Lee County, Texas",55000
12086,"Miami-Dade County, Florida",48982
13059,"Clarke County, Georgia",36889
38077,"Richland County, North Dakota",61990
51011,"Appomattox County, Virginia",56176
06041,"Marin County, California",110217
16033,"Clark County, Idaho",35341
34021,"Mercer County, New Jersey",79990
48193,"Hamilton County, Texas",47500
41055,"Sherman County, Oregon",48056
26037,"Clinton County, Michigan",67482
17085,"Jo Daviess County, Illinois",57083
19153,"Polk County, Iowa",66044
47113,"Madison County, Tennessee",46223
55001,"Adams County, Wisconsin",43280
42121,"Venango County, Pennsylvania",47982
13183,"Long County, Georgia",55439
01043,"Cullman County, Alabama",42558
19123,"Mahaska County, Iowa",52950
48283,"La Salle County, Texas",51792
17159,"Richland County, Illinois",48724
40131,"Rogers County, Oklahoma",62949
08009,"Baca County, Colorado",37500
20197,"Wabaunsee County, Kansas",60450
47013,"Campbell County, Tennessee",38170
13173,"Lanier County, Georgia",39104
26009,"Antrim County, Michigan",52589
29033,"Carroll County, Missouri",42149
56043,"Washakie County, Wyoming",53426
17201,"Winnebago County, Illinois",52743
29055,"Crawford County, Missouri",38036
30085,"Roosevelt County, Montana",42904
46057,"Hamlin County, South Dakota",65050
48351,"Newton County, Texas",40950
02105,"Hoonah-Angoon Census Area, Alaska",63603
36025,"Delaware County, New York",48827
13227,"Pickens County, Georgia",64512
35001,"Bernalillo County, New Mexico",51643
26109,"Menominee County, Michigan",45508
29047,"Clay County, Missouri",68367
48395,"Robertson County, Texas",54201
01051,"Elmore County, Alabama",59347
18183,"Whitley County, Indiana",61153
01009,"Blount County, Alabama",48695
47093,"Knox County, Tennessee",54437
46101,"Moody County, South Dakota",58167
39131,"Pike County, Ohio",43729
08071,"Las Animas County, Colorado",41945
27169,"Winona County, Minnesota",55529
18013,"Brown County, Indiana",61455
45003,"Aiken County, South Carolina",50036
45043,"Georgetown County, South Carolina",48071
25013,"Hampden County, Massachusetts",53403
51053,"Dinwiddie County, Virginia",55880
40069,"Johnston County, Oklahoma",40077
42027,"Centre County, Pennsylvania",58055
26123,"Newaygo County, Michigan",46724
31113,"Logan County, Nebraska",51607
31171,"Thomas County, Nebraska",50682
27023,"Chippewa County, Minnesota",54552
50025,"Windham County, Vermont",52659
31011,"Boone County, Nebraska",54063
21231,"Wayne County, Kentucky",34039
18147,"Spencer County, Indiana",56998
20059,"Franklin County, Kansas",55486
37009,"Ashe County, North Carolina",40978
33009,"Grafton County, New Hampshire",63153
51135,"Nottoway County, Virginia",42869
19149,"Plymouth County, Iowa",64296
37129,"New Hanover County, North Carolina",52716
48187,"Guadalupe County, Texas",70931
31081,"Hamilton County, Nebraska",64042
37007,"Anson County, North Carolina",39126
51071,"Giles County, Virginia",52478
30033,"Garfield County, Montana",45893
08035,"Douglas County, Colorado",115314
31173,"Thurston County, Nebraska",48149
37101,"Johnston County, North Carolina",56842
42125,"Washington County, Pennsylvania",61567
47029,"Cocke County, Tennessee",33614
72041,"Cidra Municipio, Puerto Rico",19949
34013,"Essex County, New Jersey",59302
36097,"Schuyler County, New York",51479
21137,"Lincoln County, Kentucky",39833
27161,"Waseca County, Minnesota",55612
08055,"Huerfano County, Colorado",36705
10005,"Sussex County, Delaware",60853
38019,"Cavalier County, North Dakota",67591
41023,"Grant County, Oregon",45357
08069,"Larimer County, Colorado",67664
47181,"Wayne County, Tennessee",38634
32015,"Lander County, Nevada",93583
37013,"Beaufort County, North Carolina",43688
05019,"Clark County, Arkansas",39752
01007,"Bibb County, Alabama",45340
29203,"Shannon County, Missouri",32180
02240,"Southeast Fairbanks Census Area, Alaska",71541
39029,"Columbiana County, Ohio",46306
21157,"Marshall County, Kentucky",50731
51690,"Martinsville city, Virginia",33224
48087,"Collingsworth County, Texas",42750
31039,"Cuming County, Nebraska",55190
12113,"Santa Rosa County, Florida",66242
29173,"Ralls County, Missouri",55546
48439,"Tarrant County, Texas",64874
16001,"Ada County, Idaho",63137
48053,"Burnet County, Texas",59238
27105,"Nobles County, Minnesota",54149
47147,"Robertson County, Tennessee",61774
19143,"Osceola County, Iowa",58125
37067,"Forsyth County, North Carolina",50128
48335,"Mitchell County, Texas",49670
42045,"Delaware County, Pennsylvania",71539
08025,"Crowley County, Colorado",37586
29013,"Bates County, Missouri",46186
20065,"Graham County, Kansas",40769
18143,"Scott County, Indiana",47123
39031,"Coshocton County, Ohio",44491
12075,"Levy County, Florida",37634
17199,"Williamson County, Illinois",49053
72133,"Santa Isabel Municipio, Puerto Rico",17640
04025,"Yavapai County, Arizona",50180
13067,"Cobb County, Georgia",75153
32033,"White Pine County, Nevada",62993
17105,"Livingston County, Illinois",56200
30087,"Rosebud County, Montana",56549
13117,"Forsyth County, Georgia",101743
55021,"Columbia County, Wisconsin",65348
28087,"Lowndes County, Mississippi",45355
42075,"Lebanon County, Pennsylvania",59114
04019,"Pima County, Arizona",51037
19089,"Howard County, Iowa",52742
29079,"Grundy County, Missouri",42574
38093,"Stutsman County, North Dakota",57642
01101,"Montgomery County, Alabama",47990
17079,"Jasper County, Illinois",54951
17203,"Woodford County, Illinois",71867
18039,"Elkhart County, Indiana",55399
72013,"Arecibo Municipio, Puerto Rico",18001
40085,"Love County, Oklahoma",52007
48213,"Henderson County, Texas",45798
21133,"Letcher County, Kentucky",29856
56041,"Uinta County, Wyoming",58235
19085,"Harrison County, Iowa",60063
27085,"McLeod County, Minnesota",61275
20031,"Coffey County, Kansas",58636
56013,"Fremont County, Wyoming",54242
27165,"Watonwan County, Minnesota",51097
19023,"Butler County, Iowa",55999
13097,"Douglas County, Georgia",62147
01125,"Tuscaloosa County, Alabama",52221
38065,"Oliver County, North Dakota",68333
12081,"Manatee County, Florida",56036
13181,"Lincoln County, Georgia",41014
